Product_Group_Code,Product_Group,SKU_Description,SKU,History_Months,Zero_Demand_Share,Recent_3M_Mean,Selected_Model,Validation_ME,Validation_RMSE,Validation_MAE,Validation_MASE,Validation_RMSSE,Mean_Forecast,Mean_PI95_Width,Review_Intermittent,Review_Short_History,Review_Wide_Interval,Review_Note,Demand_Profile
BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,36,0,453.3333333333333,Seasonal_Naive,20.583333333333336,46.655653462361876,37.58333333333333,NA,NA,467.1666666666667,195.80520871503313,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Seasonal
BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,36,0,593.3333333333334,Seasonal_Naive,-11.583333333333334,61.98991853519409,50.583333333333336,NA,NA,558.3333333333334,253.83614557328616,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Seasonal
BRG,Industrial Bearings,Industrial Bearings Standard,BRG-03,36,0,705.6666666666666,ARIMA,10.290160090657128,64.45479085847539,50.734472262935384,NA,NA,684.7910837031711,256.83958619378075,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Seasonal
BRG,Industrial Bearings,Industrial Bearings Heavy Duty,BRG-04,36,0,970.6666666666666,Naive,41.16666666666667,115.23815918927781,91.33333333333334,NA,NA,909,746.086929861012,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Seasonal
BRG,Industrial Bearings,Industrial Bearings Precision,BRG-05,36,0,1061.3333333333333,Drift,24.239130434782584,125.97542168337829,106.97101449275361,NA,NA,1012.2714285714286,1326.9264109009393,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Seasonal
BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,36,0,1240.3333333333333,Seasonal_Naive,69,103.00970828033637,89,NA,NA,1109.5,354.1565073683483,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Seasonal
BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,36,0,1317.6666666666667,Seasonal_Naive,3.5,116.84676575184555,106.83333333333333,NA,NA,1295,515.2431815953796,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Seasonal
BRG,Industrial Bearings,Industrial Bearings Premium,BRG-08,36,0,1507.6666666666667,Drift,41.713768115942,158.90056107918286,138.46014492753616,NA,NA,1450.557142857143,1957.3412878883341,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Seasonal
CNV,Conveying Components,Conveying Components Core,CNV-01,36,0,333,Seasonal_Naive,32.58333333333333,51.08897467490743,40.91666666666667,NA,NA,362.5,157.31890762225203,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Seasonal
CNV,Conveying Components,Conveying Components Compact,CNV-02,36,0,455.3333333333333,Seasonal_Naive,-2.916666666666665,68.97644525488393,57.58333333333333,NA,NA,430.4166666666667,273.10628873914766,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Seasonal
CNV,Conveying Components,Conveying Components Standard,CNV-03,36,0,577.3333333333334,ARIMA,2.83333333333303,72.71424283530091,58.5,NA,NA,509.75622865523917,289.8014876587345,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Seasonal
CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,36,0,666.6666666666666,ARIMA,19.916666666666597,76.53593927038459,72.72222222222221,NA,NA,595.1020103391942,244.63399971621783,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Seasonal
CNV,Conveying Components,Conveying Components Precision,CNV-05,36,0,825.6666666666666,Seasonal_Naive,5.25,96.02994324688524,78.75,NA,NA,692.6666666666666,343.7730641660391,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Seasonal
CNV,Conveying Components,Conveying Components High Capacity,CNV-06,36,0,910.6666666666666,Seasonal_Naive,40.83333333333333,106.9735169718811,81.33333333333334,NA,NA,853.25,410.1853908753722,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Seasonal
CNV,Conveying Components,Conveying Components Service Kit,CNV-07,36,0,948.6666666666666,Seasonal_Naive,-11.583333333333334,93.19647704357357,73.91666666666667,NA,NA,982.1666666666666,459.13803556581036,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Seasonal
CNV,Conveying Components,Conveying Components Premium,CNV-08,36,0,1142,Seasonal_Naive,66.08333333333334,146.30419223886466,113.58333333333334,NA,NA,1234.0833333333333,544.8147581000967,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Seasonal
CVL,Control Valves,Control Valves Core,CVL-01,36,0,172,ETS,-0.5494104874518568,20.466006142852535,16.166666666666668,NA,NA,178.05418968861372,109.81301993967429,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Volatile
CVL,Control Valves,Control Valves Compact,CVL-02,36,0,207,ETS,-9.370801707845487,27.79649722502987,23.561800284640917,NA,NA,214.23092374145028,127.05214122138298,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Volatile
CVL,Control Valves,Control Valves Standard,CVL-03,36,0,281,Mean,-10.750000000000018,39.29208642405689,33.15277777777778,NA,NA,257.3333333333333,149.09948471251641,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Volatile
CVL,Control Valves,Control Valves Heavy Duty,CVL-04,36,0,321.6666666666667,ETS,3.240270074839733,31.415108982464538,25.390510543082264,NA,NA,301.90379674773203,151.68438065608325,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Volatile
CVL,Control Valves,Control Valves Precision,CVL-05,36,0,377.6666666666667,Mean,-12.00000000000002,48.01620096962645,35.5,NA,NA,353.6666666666667,182.24523624601431,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Volatile
CVL,Control Valves,Control Valves High Capacity,CVL-06,36,0,437.3333333333333,ETS,-6.289645463289901,49.6367770917279,35.061489398311615,NA,NA,423.6093808340556,219.73469479620204,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Volatile
CVL,Control Valves,Control Valves Service Kit,CVL-07,36,0,502,ETS,-11.227269871589783,74.27699793410368,50.91666666666667,NA,NA,492.24327178304975,253.22360511588232,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Volatile
CVL,Control Valves,Control Valves Premium,CVL-08,36,0,586.6666666666666,Mean,-2.0416666666666288,78.66438247036866,71,NA,NA,579.8611111111111,346.3476602135115,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Volatile
DRV,Electric Drives,Electric Drives Core,DRV-01,36,0,148.33333333333334,Drift,12.260869565217394,27.78832356001334,22.166666666666664,NA,NA,166.01428571428573,222.01693151539035,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Trending
DRV,Electric Drives,Electric Drives Compact,DRV-02,36,0,220,Drift,12.927536231884059,33.66709870142725,31.52173913043478,NA,NA,256,296.1798849897435,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Trending
DRV,Electric Drives,Electric Drives Standard,DRV-03,36,0,247.66666666666666,Mean,3.8750000000000084,25.371989421845154,20.666666666666668,NA,NA,220.08333333333334,124.96088259795778,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Trending
DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,36,0,329.3333333333333,Seasonal_Naive,17.166666666666664,33.39910178432947,27.5,NA,NA,276,122.26363628485126,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Trending
DRV,Electric Drives,Electric Drives Precision,DRV-05,36,0,367,Seasonal_Naive,34.75,52.175185672884766,42.75,NA,NA,337.8333333333333,198.39573474020446,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Trending
DRV,Electric Drives,Electric Drives High Capacity,DRV-06,36,0,385,Seasonal_Naive,31.333333333333332,59.32677866416368,46,NA,NA,392.25,222.69538247382033,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Trending
DRV,Electric Drives,Electric Drives Service Kit,DRV-07,36,0,457.6666666666667,ETS,52.161881007845906,85.46698126079,75.24680956078616,NA,NA,467.99031241072936,406.69421290929716,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Trending
DRV,Electric Drives,Electric Drives Premium,DRV-08,36,0,543.3333333333334,Seasonal_Naive,57.41666666666667,91.64469433633352,75.91666666666667,NA,NA,566.5833333333334,325.2201811026567,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Trending
FST,Fastening Kits,Fastening Kits Core,FST-01,36,0,1036.3333333333333,Seasonal_Naive,48,116.11990928920558,81.83333333333334,NA,NA,1115.4166666666667,452.03132260697885,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Stable
FST,Fastening Kits,Fastening Kits Compact,FST-02,36,0,1422,ARIMA,74.45833333333272,167.54587369334578,144.2638888888887,NA,NA,1328.2777777777776,543.6762735473435,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Stable
FST,Fastening Kits,Fastening Kits Standard,FST-03,36,0,1654.6666666666667,ETS,17.08136414083795,142.8122143111977,118.33333333333333,NA,NA,1556.8968723786193,563.281989853658,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Stable
FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,36,0,2071,Naive,172.66666666666669,228.02741063302017,187,NA,NA,2174,1742.4910096196716,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Stable
FST,Fastening Kits,Fastening Kits Precision,FST-05,36,0,2339.3333333333335,Seasonal_Naive,67.5,159.77849250342382,132.16666666666666,NA,NA,2170.5,761.2469165549664,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Stable
FST,Fastening Kits,Fastening Kits High Capacity,FST-06,36,0,2690,Mean,-20.541666666666675,198.64440328973112,175.33333333333334,NA,NA,2509.527777777778,936.4536370534795,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Stable
FST,Fastening Kits,Fastening Kits Service Kit,FST-07,36,0,3212,ARIMA,152.75640144551863,341.842450901201,293.919867389426,NA,NA,3499.910325116301,1015.7372192149578,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Stable
FST,Fastening Kits,Fastening Kits Premium,FST-08,36,0,3508,Seasonal_Naive,54.5,263.82601590189444,216.83333333333331,NA,NA,3716.0833333333335,1141.7862672054544,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Stable
GBX,Gearbox Components,Gearbox Components Core,GBX-01,36,0,255.66666666666666,ETS,7.602457295711702,27.850147042097525,20,NA,NA,268.81548608362357,127.15352306494209,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Trending
GBX,Gearbox Components,Gearbox Components Compact,GBX-02,36,0,397.6666666666667,Seasonal_Naive,7.583333333333332,35.79222448148946,30.75,NA,NA,349.5,165.6372509352816,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Trending
GBX,Gearbox Components,Gearbox Components Standard,GBX-03,36,0,435.6666666666667,ARIMA,14.436399987775657,55.34650204021827,49.624946550535704,NA,NA,391.79165256298785,204.3003447643825,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Trending
GBX,Gearbox Components,Gearbox Components Heavy Duty,GBX-04,36,0,564.6666666666666,ETS,-12.197269641535721,56.01037649933464,48.921767162478176,NA,NA,547.851314870039,338.14249027988365,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Trending
GBX,Gearbox Components,Gearbox Components Precision,GBX-05,36,0,626.3333333333334,Naive,-7.0833333333333375,66.38837749686813,50.416666666666664,NA,NA,571,782.4479070684013,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Trending
GBX,Gearbox Components,Gearbox Components High Capacity,GBX-06,36,0,778.3333333333334,Drift,2.8260869565217206,75.57116060416077,61.39855072463767,NA,NA,849.2285714285714,1060.5170965818934,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Trending
GBX,Gearbox Components,Gearbox Components Service Kit,GBX-07,36,0,781.3333333333334,Drift,9.224637681159408,79.35929041659415,66.1376811594203,NA,NA,785.5714285714286,800.0374212311048,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Trending
GBX,Gearbox Components,Gearbox Components Premium,GBX-08,36,0,1017,Drift,32.65579710144935,66.9413461533806,58.373188405797144,NA,NA,1143.5428571428572,1147.3860365289743,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Trending
HYP,Hydraulic Pumps,Hydraulic Pumps Core,HYP-01,36,0,178.66666666666666,ARIMA,9.554678242823911,29.827990702163607,22.13211918106011,NA,NA,161.05555555555557,108.51474246645012,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Volatile
HYP,Hydraulic Pumps,Hydraulic Pumps Compact,HYP-02,36,0,215,Seasonal_Naive,-1.0833333333333333,40.688860064314085,31.75,NA,NA,202.41666666666666,135.1143693402446,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Volatile
HYP,Hydraulic Pumps,Hydraulic Pumps Standard,HYP-03,36,0,259.6666666666667,Mean,-0.8333333333333428,28.36860549582545,24.88888888888889,NA,NA,237.05555555555554,150.60786040785248,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Volatile
HYP,Hydraulic Pumps,Hydraulic Pumps Heavy Duty,HYP-04,36,0,382.3333333333333,Seasonal_Naive,16.41666666666666,54.31160097069502,44.583333333333336,NA,NA,307.3333333333333,187.33981965668238,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Volatile
HYP,Hydraulic Pumps,Hydraulic Pumps Precision,HYP-05,36,0,411.6666666666667,Seasonal_Naive,5.333333333333332,55.392538607048266,40.33333333333333,NA,NA,342.5833333333333,214.5153495978666,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Volatile
HYP,Hydraulic Pumps,Hydraulic Pumps High Capacity,HYP-06,36,0,432,Mean,15.666666666666652,58.007363038382174,42.8888888888889,NA,NA,386.1388888888889,265.2895887575191,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Volatile
HYP,Hydraulic Pumps,Hydraulic Pumps Service Kit,HYP-07,36,0,498.6666666666667,Drift,-10.572463768115968,99.1815181118521,90.42753623188406,NA,NA,425.51428571428573,891.0636927866427,FALSE,FALSE,TRUE,Wide 95% interval: forecast uncertainty is high; review planning response.,Volatile
HYP,Hydraulic Pumps,Hydraulic Pumps Premium,HYP-08,36,0,529.3333333333334,ARIMA,21.693586062732813,80.14496445497716,67.97927716435613,NA,NA,542.8412173591214,388.5893083420541,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Volatile
PCK,Packaging Equipment,Packaging Equipment Core,PCK-01,36,0,116,Drift,-3.902173913043491,32.660492678136016,26.423913043478265,NA,NA,142.27142857142854,342.06439414390377,FALSE,FALSE,TRUE,Wide 95% interval: forecast uncertainty is high; review planning response.,Intermittent
PCK,Packaging Equipment,Packaging Equipment Compact,PCK-02,36,0,97.66666666666667,ARIMA,-15.337424228594802,33.690884200661536,25.551389568366837,NA,NA,110.55896097099212,152.64798299701974,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Intermittent
PCK,Packaging Equipment,Packaging Equipment Standard,PCK-03,36,0,118.66666666666667,ETS,-10.497172060314188,41.1733673242716,31.666666666666664,NA,NA,133.67837287335627,168.6714396980632,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Intermittent
PCK,Packaging Equipment,Packaging Equipment Heavy Duty,PCK-04,36,0,160,ETS,1.2873769530228647,43.60505010861391,32.583333333333336,NA,NA,151.5578277043978,182.39536734857268,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Intermittent
PCK,Packaging Equipment,Packaging Equipment Precision,PCK-05,36,0,246.33333333333334,Mean,11.708333333333334,58.27641568421998,42.0625,NA,NA,187.52777777777777,227.474010791963,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Intermittent
PCK,Packaging Equipment,Packaging Equipment High Capacity,PCK-06,36,0,248.66666666666666,Mean,-6.791666666666675,48.836835056474875,39.75,NA,NA,214.44444444444446,270.37453066579883,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Intermittent
PCK,Packaging Equipment,Packaging Equipment Service Kit,PCK-07,36,0,230.66666666666666,Naive,-5.166666666666665,73.54250471666029,61.66666666666667,NA,NA,217,739.850386146755,FALSE,FALSE,TRUE,Wide 95% interval: forecast uncertainty is high; review planning response.,Intermittent
PCK,Packaging Equipment,Packaging Equipment Premium,PCK-08,36,0,321,Drift,-13.322463768116013,81.67321096935096,63.31521739130434,NA,NA,318.25714285714275,996.4612615636898,FALSE,FALSE,TRUE,Wide 95% interval: forecast uncertainty is high; review planning response.,Intermittent
SEA,Sealing Systems,Sealing Systems Core,SEA-01,36,0,685.6666666666666,Naive,9.416666666666668,41.48393263260689,32.25,NA,NA,659,555.1202835216707,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Stable
SEA,Sealing Systems,Sealing Systems Compact,SEA-02,36,0,896,Seasonal_Naive,-7.333333333333333,65.76853350957431,50.166666666666664,NA,NA,862.25,297.1613945275687,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Stable
SEA,Sealing Systems,Sealing Systems Standard,SEA-03,36,0,1138,Seasonal_Naive,26.166666666666664,106.65989561842508,95.5,NA,NA,1043.3333333333333,360.2408116343322,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Stable
SEA,Sealing Systems,Sealing Systems Heavy Duty,SEA-04,36,0,1302.6666666666667,Naive,-32.25,79.62987295397794,57.083333333333336,NA,NA,1370,1021.8286978039099,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Stable
SEA,Sealing Systems,Sealing Systems Precision,SEA-05,36,0,1450,ARIMA,51.58333333333342,112.324585465516,95.37500000000004,NA,NA,1361.7777777777776,488.0083046850282,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Stable
SEA,Sealing Systems,Sealing Systems High Capacity,SEA-06,36,0,1886,Drift,-17.68115942028985,140.0883306727374,113.95652173913044,NA,NA,1794.7285714285715,2024.5030570398897,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Stable
SEA,Sealing Systems,Sealing Systems Service Kit,SEA-07,36,0,2042.3333333333333,Seasonal_Naive,105.5,178.52077376783538,140.16666666666666,NA,NA,2062.4166666666665,728.7833824218715,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Stable
SEA,Sealing Systems,Sealing Systems Premium,SEA-08,36,0,2369.6666666666665,Mean,31.416666666666664,119.60133430136416,103.875,NA,NA,2345.222222222222,827.0550689888889,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Stable
SNS,Sensor Modules,Sensor Modules Core,SNS-01,36,0,431.3333333333333,Drift,9.543478260869556,54.09563225540054,38.608695652173914,NA,NA,473.6142857142857,669.188336184955,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Growth
SNS,Sensor Modules,Sensor Modules Compact,SNS-02,36,0,517,ARIMA,30.987361246889755,77.09737901907724,62.485915868707004,NA,NA,483.0888531328881,323.6526610685341,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Growth
SNS,Sensor Modules,Sensor Modules Standard,SNS-03,36,0,625,Naive,1.4166666666666714,98.16949628066754,81.91666666666667,NA,NA,791,1086.6944653175426,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Growth
SNS,Sensor Modules,Sensor Modules Heavy Duty,SNS-04,36,0,654.6666666666666,Naive,116.41666666666666,149.96694080140907,135.58333333333334,NA,NA,723,1230.5323020980834,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Growth
SNS,Sensor Modules,Sensor Modules Precision,SNS-05,36,0,830.6666666666666,ETS,-26.17727223166445,84.0288061403923,65.99999999999999,NA,NA,860.7894125265373,404.52516696939244,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Growth
SNS,Sensor Modules,Sensor Modules High Capacity,SNS-06,36,0,872.3333333333334,Seasonal_Naive,45.5,152.83378771288326,113,NA,NA,850.6666666666666,717.2339062476731,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Growth
SNS,Sensor Modules,Sensor Modules Service Kit,SNS-07,36,0,1017.6666666666666,Naive,28.41666666666667,112.75083148252168,86.41666666666667,NA,NA,953,1427.9284160847906,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Growth
SNS,Sensor Modules,Sensor Modules Premium,SNS-08,36,0,1306.6666666666667,Naive,-76.83333333333334,211.2364394069672,172.5,NA,NA,1190,2284.690051906577,FALSE,FALSE,FALSE,No automatic review flag. Validate business events before release.,Growth
